"violation_id","plate_number","violation_type","violation_time","fine_amount","points_deducted","road_id","device_id","violation_location","violation_img","warning_level","dispose_status","dispose_time","dispose_user","create_time"
"149","豫A1064","闯红灯","8/5/2024 08:00:00","300","6","5","5","郑州市管城回族区紫荆山路","/img/violation_1024.jpg","RED","0",,,"2/1/2026 15:25:02"
"150","豫A1024","闯红灯","4/1/2024 08:00:00","300","6","1","5","郑州市管城回族区紫荆山路","/img/violation_24.jpg","RED","0",,,"2/1/2026 15:25:02"
"151","豫A1065","超速行驶","8/5/2024 11:00:00","150","3","6","6","郑州市郑东新区商务内环路","/img/violation_1025.jpg","BLUE","1","17/2/2024 02:00:00","1","2/1/2026 15:25:02"
"152","豫A1025","超速行驶","4/1/2024 11:00:00","150","3","2","6","郑州市郑东新区商务内环路","/img/violation_25.jpg","BLUE","1","6/1/2024 10:00:00","1","2/1/2026 15:25:02"
"153","豫A1066","违法停车","8/5/2024 14:00:00","50","0","1","7","郑州市高新区科学大道","/img/violation_1026.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"154","豫A1026","违法停车","4/1/2024 14:00:00","50","0","3","7","郑州市高新区科学大道","/img/violation_26.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"155","豫A1067","未系安全带","8/5/2024 17:00:00","100","2","2","8","郑州市惠济区文化路北段","/img/violation_1027.jpg","BLUE","1","17/2/2024 04:00:00","3","2/1/2026 15:25:02"
"156","豫A1027","未系安全带","4/1/2024 17:00:00","100","2","4","8","郑州市惠济区文化路北段","/img/violation_27.jpg","BLUE","1","6/1/2024 12:00:00","3","2/1/2026 15:25:02"
"157","豫A1068","酒驾","8/5/2024 20:00:00","1300","12","3","9","郑州市航空港区迎宾大道","/img/violation_1028.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"158","豫A1028","酒驾","4/1/2024 20:00:00","1300","12","5","9","郑州市航空港区迎宾大道","/img/violation_28.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"159","豫A1069","无证驾驶","8/5/2024 23:00:00","800","12","4","10","郑州市经开区航海东路","/img/violation_1029.jpg","ORANGE","1","17/2/2024 06:00:00","5","2/1/2026 15:25:02"
"160","豫A1029","无证驾驶","4/1/2024 23:00:00","800","12","6","10","郑州市经开区航海东路","/img/violation_29.jpg","ORANGE","1","6/1/2024 14:00:00","5","2/1/2026 15:25:02"
"161","豫A1050","违法停车","6/5/2024 14:00:00","50","0","3","11","郑州市金水区花园路农业路口","/img/violation_1010.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"162","豫A1010","违法停车","2/1/2024 14:00:00","50","0","5","11","郑州市金水区花园路农业路口","/img/violation_10.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"163","豫A1051","未系安全带","6/5/2024 17:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_1011.jpg","BLUE","1","16/2/2024 12:00:00","2","2/1/2026 15:25:02"
"164","豫A1011","未系安全带","2/1/2024 17:00:00","100","2","6","12","郑州市金水区经三路东风路","/img/violation_11.jpg","BLUE","1","5/1/2024 20:00:00","2","2/1/2026 15:25:02"
"165","豫A1052","酒驾","6/5/2024 20:00:00","1300","12","5","13","郑州市二七区大学路中原路口","/img/violation_1012.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"166","豫A1012","酒驾","2/1/2024 20:00:00","1300","12","1","13","郑州市二七区大学路中原路口","/img/violation_12.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"167","豫A1053","无证驾驶","6/5/2024 23:00:00","800","12","6","14","郑州市中原区建设路嵩山路","/img/violation_1013.jpg","ORANGE","1","16/2/2024 14:00:00","4","2/1/2026 15:25:02"
"168","豫A1013","无证驾驶","2/1/2024 23:00:00","800","12","2","14","郑州市中原区建设路嵩山路","/img/violation_13.jpg","ORANGE","1","5/1/2024 22:00:00","4","2/1/2026 15:25:02"
"169","豫A1054","占用应急车道","7/5/2024 02:00:00","500","6","1","15","郑州市管城回族区紫荆山路","/img/violation_1014.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"170","豫A1014","占用应急车道","3/1/2024 02:00:00","500","6","3","15","郑州市管城回族区紫荆山路","/img/violation_14.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"171","豫A1055","违法变道","7/5/2024 05:00:00","100","2","2","16","郑州市郑东新区商务内环路","/img/violation_1015.jpg","BLUE","1","16/2/2024 16:00:00","1","2/1/2026 15:25:02"
"172","豫A1015","违法变道","3/1/2024 05:00:00","100","2","4","16","郑州市郑东新区商务内环路","/img/violation_15.jpg","BLUE","1","6/1/2024 00:00:00","1","2/1/2026 15:25:02"
"173","豫A1056","闯红灯","7/5/2024 08:00:00","300","6","3","17","郑州市高新区科学大道","/img/violation_1016.jpg","RED","0",,,"2/1/2026 15:25:02"
"174","豫A1016","闯红灯","3/1/2024 08:00:00","300","6","5","17","郑州市高新区科学大道","/img/violation_16.jpg","RED","0",,,"2/1/2026 15:25:02"
"175","豫A1057","超速行驶","7/5/2024 11:00:00","150","3","4","18","郑州市惠济区文化路北段","/img/violation_1017.jpg","BLUE","1","16/2/2024 18:00:00","3","2/1/2026 15:25:02"
"176","豫A1017","超速行驶","3/1/2024 11:00:00","150","3","6","18","郑州市惠济区文化路北段","/img/violation_17.jpg","BLUE","1","6/1/2024 02:00:00","3","2/1/2026 15:25:02"
"177","豫A1058","违法停车","7/5/2024 14:00:00","50","0","5","19","郑州市航空港区迎宾大道","/img/violation_1018.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"178","豫A1018","违法停车","3/1/2024 14:00:00","50","0","1","19","郑州市航空港区迎宾大道","/img/violation_18.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"179","豫A1059","未系安全带","7/5/2024 17:00:00","100","2","6","20","郑州市经开区航海东路","/img/violation_1019.jpg","BLUE","1","16/2/2024 20:00:00","5","2/1/2026 15:25:02"
"180","豫A1019","未系安全带","3/1/2024 17:00:00","100","2","2","20","郑州市经开区航海东路","/img/violation_19.jpg","BLUE","1","6/1/2024 04:00:00","5","2/1/2026 15:25:02"
"181","豫A1040","闯红灯","5/5/2024 08:00:00","300","6","5","1","郑州市金水区花园路农业路口","/img/violation_1000.jpg","RED","0",,,"2/1/2026 15:25:02"
"182","豫A1000","闯红灯","1/1/2024 08:00:00","300","6","1","1","郑州市金水区花园路农业路口","/img/violation_0.jpg","RED","0",,,"2/1/2026 15:25:02"
"183","豫A1041","超速行驶","5/5/2024 11:00:00","150","3","6","2","郑州市金水区经三路东风路","/img/violation_1001.jpg","BLUE","1","16/2/2024 02:00:00","2","2/1/2026 15:25:02"
"184","豫A1001","超速行驶","1/1/2024 11:00:00","150","3","2","2","郑州市金水区经三路东风路","/img/violation_1.jpg","BLUE","1","5/1/2024 10:00:00","2","2/1/2026 15:25:02"
"185","豫A1042","违法停车","5/5/2024 14:00:00","50","0","1","3","郑州市二七区大学路中原路口","/img/violation_1002.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"186","豫A1002","违法停车","1/1/2024 14:00:00","50","0","3","3","郑州市二七区大学路中原路口","/img/violation_2.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"187","豫A1043","未系安全带","5/5/2024 17:00:00","100","2","2","4","郑州市中原区建设路嵩山路","/img/violation_1003.jpg","BLUE","1","16/2/2024 04:00:00","4","2/1/2026 15:25:02"
"188","豫A1003","未系安全带","1/1/2024 17:00:00","100","2","4","4","郑州市中原区建设路嵩山路","/img/violation_3.jpg","BLUE","1","5/1/2024 12:00:00","4","2/1/2026 15:25:02"
"189","豫A1044","酒驾","5/5/2024 20:00:00","1300","12","3","5","郑州市管城回族区紫荆山路","/img/violation_1004.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"190","豫A1004","酒驾","1/1/2024 20:00:00","1300","12","5","5","郑州市管城回族区紫荆山路","/img/violation_4.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"191","豫A1045","无证驾驶","5/5/2024 23:00:00","800","12","4","6","郑州市郑东新区商务内环路","/img/violation_1005.jpg","ORANGE","1","16/2/2024 06:00:00","1","2/1/2026 15:25:02"
"192","豫A1005","无证驾驶","1/1/2024 23:00:00","800","12","6","6","郑州市郑东新区商务内环路","/img/violation_5.jpg","ORANGE","1","5/1/2024 14:00:00","1","2/1/2026 15:25:02"
"193","豫A1046","占用应急车道","6/5/2024 02:00:00","500","6","5","7","郑州市高新区科学大道","/img/violation_1006.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"194","豫A1006","占用应急车道","2/1/2024 02:00:00","500","6","1","7","郑州市高新区科学大道","/img/violation_6.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"195","豫A1047","违法变道","6/5/2024 05:00:00","100","2","6","8","郑州市惠济区文化路北段","/img/violation_1007.jpg","BLUE","1","16/2/2024 08:00:00","3","2/1/2026 15:25:02"
"196","豫A1007","违法变道","2/1/2024 05:00:00","100","2","2","8","郑州市惠济区文化路北段","/img/violation_7.jpg","BLUE","1","5/1/2024 16:00:00","3","2/1/2026 15:25:02"
"197","豫A1048","闯红灯","6/5/2024 08:00:00","300","6","1","9","郑州市航空港区迎宾大道","/img/violation_1008.jpg","RED","0",,,"2/1/2026 15:25:02"
"198","豫A1008","闯红灯","2/1/2024 08:00:00","300","6","3","9","郑州市航空港区迎宾大道","/img/violation_8.jpg","RED","0",,,"2/1/2026 15:25:02"
"199","豫A1049","超速行驶","6/5/2024 11:00:00","150","3","2","10","郑州市经开区航海东路","/img/violation_1009.jpg","BLUE","1","16/2/2024 10:00:00","5","2/1/2026 15:25:02"
"200","豫A1009","超速行驶","2/1/2024 11:00:00","150","3","4","10","郑州市经开区航海东路","/img/violation_9.jpg","BLUE","1","5/1/2024 18:00:00","5","2/1/2026 15:25:02"
"201","豫A1070","占用应急车道","29/5/2024 02:00:00","500","6","3","11","郑州市金水区花园路农业路口","/img/violation_1190.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"202","豫A1030","占用应急车道","25/1/2024 02:00:00","500","6","5","11","郑州市金水区花园路农业路口","/img/violation_190.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"203","豫A1071","违法变道","29/5/2024 05:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_1191.jpg","BLUE","1","24/2/2024 00:00:00","2","2/1/2026 15:25:02"
"204","豫A1031","违法变道","25/1/2024 05:00:00","100","2","6","12","郑州市金水区经三路东风路","/img/violation_191.jpg","BLUE","1","13/1/2024 08:00:00","2","2/1/2026 15:25:02"
"205","豫A1072","闯红灯","29/5/2024 08:00:00","300","6","5","13","郑州市二七区大学路中原路口","/img/violation_1192.jpg","RED","0",,,"2/1/2026 15:25:02"
"206","豫A1032","闯红灯","25/1/2024 08:00:00","300","6","1","13","郑州市二七区大学路中原路口","/img/violation_192.jpg","RED","0",,,"2/1/2026 15:25:02"
"207","豫A1073","超速行驶","29/5/2024 11:00:00","150","3","6","14","郑州市中原区建设路嵩山路","/img/violation_1193.jpg","BLUE","1","24/2/2024 02:00:00","4","2/1/2026 15:25:02"
"208","豫A1033","超速行驶","25/1/2024 11:00:00","150","3","2","14","郑州市中原区建设路嵩山路","/img/violation_193.jpg","BLUE","1","13/1/2024 10:00:00","4","2/1/2026 15:25:02"
"209","豫A1074","违法停车","29/5/2024 14:00:00","50","0","1","15","郑州市管城回族区紫荆山路","/img/violation_1194.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"210","豫A1034","违法停车","25/1/2024 14:00:00","50","0","3","15","郑州市管城回族区紫荆山路","/img/violation_194.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"211","豫A1075","未系安全带","29/5/2024 17:00:00","100","2","2","16","郑州市郑东新区商务内环路","/img/violation_1195.jpg","BLUE","1","24/2/2024 04:00:00","1","2/1/2026 15:25:02"
"212","豫A1035","未系安全带","25/1/2024 17:00:00","100","2","4","16","郑州市郑东新区商务内环路","/img/violation_195.jpg","BLUE","1","13/1/2024 12:00:00","1","2/1/2026 15:25:02"
"213","豫A1076","酒驾","29/5/2024 20:00:00","1300","12","3","17","郑州市高新区科学大道","/img/violation_1196.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"214","豫A1036","酒驾","25/1/2024 20:00:00","1300","12","5","17","郑州市高新区科学大道","/img/violation_196.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"215","豫A1077","无证驾驶","29/5/2024 23:00:00","800","12","4","18","郑州市惠济区文化路北段","/img/violation_1197.jpg","ORANGE","1","24/2/2024 06:00:00","3","2/1/2026 15:25:02"
"216","豫A1037","无证驾驶","25/1/2024 23:00:00","800","12","6","18","郑州市惠济区文化路北段","/img/violation_197.jpg","ORANGE","1","13/1/2024 14:00:00","3","2/1/2026 15:25:02"
"217","豫A1078","占用应急车道","30/5/2024 02:00:00","500","6","5","19","郑州市航空港区迎宾大道","/img/violation_1198.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"218","豫A1038","占用应急车道","26/1/2024 02:00:00","500","6","1","19","郑州市航空港区迎宾大道","/img/violation_198.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"219","豫A1079","违法变道","30/5/2024 05:00:00","100","2","6","20","郑州市经开区航海东路","/img/violation_1199.jpg","BLUE","1","24/2/2024 08:00:00","5","2/1/2026 15:25:02"
"220","豫A1039","违法变道","26/1/2024 05:00:00","100","2","2","20","郑州市经开区航海东路","/img/violation_199.jpg","BLUE","1","13/1/2024 16:00:00","5","2/1/2026 15:25:02"
"221","豫A1060","酒驾","27/5/2024 20:00:00","1300","12","5","1","郑州市金水区花园路农业路口","/img/violation_1180.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"222","豫A1020","酒驾","23/1/2024 20:00:00","1300","12","1","1","郑州市金水区花园路农业路口","/img/violation_180.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"223","豫A1061","无证驾驶","27/5/2024 23:00:00","800","12","6","2","郑州市金水区经三路东风路","/img/violation_1181.jpg","ORANGE","1","23/2/2024 14:00:00","2","2/1/2026 15:25:02"
"224","豫A1021","无证驾驶","23/1/2024 23:00:00","800","12","2","2","郑州市金水区经三路东风路","/img/violation_181.jpg","ORANGE","1","12/1/2024 22:00:00","2","2/1/2026 15:25:02"
"225","豫A1062","占用应急车道","28/5/2024 02:00:00","500","6","1","3","郑州市二七区大学路中原路口","/img/violation_1182.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"226","豫A1022","占用应急车道","24/1/2024 02:00:00","500","6","3","3","郑州市二七区大学路中原路口","/img/violation_182.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"227","豫A1063","违法变道","28/5/2024 05:00:00","100","2","2","4","郑州市中原区建设路嵩山路","/img/violation_1183.jpg","BLUE","1","23/2/2024 16:00:00","4","2/1/2026 15:25:02"
"228","豫A1023","违法变道","24/1/2024 05:00:00","100","2","4","4","郑州市中原区建设路嵩山路","/img/violation_183.jpg","BLUE","1","13/1/2024 00:00:00","4","2/1/2026 15:25:02"
"229","豫A1064","闯红灯","28/5/2024 08:00:00","300","6","3","5","郑州市管城回族区紫荆山路","/img/violation_1184.jpg","RED","0",,,"2/1/2026 15:25:02"
"230","豫A1024","闯红灯","24/1/2024 08:00:00","300","6","5","5","郑州市管城回族区紫荆山路","/img/violation_184.jpg","RED","0",,,"2/1/2026 15:25:02"
"231","豫A1065","超速行驶","28/5/2024 11:00:00","150","3","4","6","郑州市郑东新区商务内环路","/img/violation_1185.jpg","BLUE","1","23/2/2024 18:00:00","1","2/1/2026 15:25:02"
"232","豫A1025","超速行驶","24/1/2024 11:00:00","150","3","6","6","郑州市郑东新区商务内环路","/img/violation_185.jpg","BLUE","1","13/1/2024 02:00:00","1","2/1/2026 15:25:02"
"233","豫A1066","违法停车","28/5/2024 14:00:00","50","0","5","7","郑州市高新区科学大道","/img/violation_1186.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"234","豫A1026","违法停车","24/1/2024 14:00:00","50","0","1","7","郑州市高新区科学大道","/img/violation_186.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"235","豫A1067","未系安全带","28/5/2024 17:00:00","100","2","6","8","郑州市惠济区文化路北段","/img/violation_1187.jpg","BLUE","1","23/2/2024 20:00:00","3","2/1/2026 15:25:02"
"236","豫A1027","未系安全带","24/1/2024 17:00:00","100","2","2","8","郑州市惠济区文化路北段","/img/violation_187.jpg","BLUE","1","13/1/2024 04:00:00","3","2/1/2026 15:25:02"
"237","豫A1068","酒驾","28/5/2024 20:00:00","1300","12","1","9","郑州市航空港区迎宾大道","/img/violation_1188.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"238","豫A1028","酒驾","24/1/2024 20:00:00","1300","12","3","9","郑州市航空港区迎宾大道","/img/violation_188.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"239","豫A1069","无证驾驶","28/5/2024 23:00:00","800","12","2","10","郑州市经开区航海东路","/img/violation_1189.jpg","ORANGE","1","23/2/2024 22:00:00","5","2/1/2026 15:25:02"
"240","豫A1029","无证驾驶","24/1/2024 23:00:00","800","12","4","10","郑州市经开区航海东路","/img/violation_189.jpg","ORANGE","1","13/1/2024 06:00:00","5","2/1/2026 15:25:02"
"241","豫A1050","违法停车","26/5/2024 14:00:00","50","0","1","11","郑州市金水区花园路农业路口","/img/violation_1170.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"242","豫A1010","违法停车","22/1/2024 14:00:00","50","0","3","11","郑州市金水区花园路农业路口","/img/violation_170.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"243","豫A1051","未系安全带","26/5/2024 17:00:00","100","2","2","12","郑州市金水区经三路东风路","/img/violation_1171.jpg","BLUE","1","23/2/2024 04:00:00","2","2/1/2026 15:25:02"
"244","豫A1011","未系安全带","22/1/2024 17:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_171.jpg","BLUE","1","12/1/2024 12:00:00","2","2/1/2026 15:25:02"
"245","豫A1052","酒驾","26/5/2024 20:00:00","1300","12","3","13","郑州市二七区大学路中原路口","/img/violation_1172.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"246","豫A1012","酒驾","22/1/2024 20:00:00","1300","12","5","13","郑州市二七区大学路中原路口","/img/violation_172.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"247","豫A1053","无证驾驶","26/5/2024 23:00:00","800","12","4","14","郑州市中原区建设路嵩山路","/img/violation_1173.jpg","ORANGE","1","23/2/2024 06:00:00","4","2/1/2026 15:25:02"
"248","豫A1013","无证驾驶","22/1/2024 23:00:00","800","12","6","14","郑州市中原区建设路嵩山路","/img/violation_173.jpg","ORANGE","1","12/1/2024 14:00:00","4","2/1/2026 15:25:02"
"249","豫A1054","占用应急车道","27/5/2024 02:00:00","500","6","5","15","郑州市管城回族区紫荆山路","/img/violation_1174.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"250","豫A1014","占用应急车道","23/1/2024 02:00:00","500","6","1","15","郑州市管城回族区紫荆山路","/img/violation_174.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"251","豫A1055","违法变道","27/5/2024 05:00:00","100","2","6","16","郑州市郑东新区商务内环路","/img/violation_1175.jpg","BLUE","1","23/2/2024 08:00:00","1","2/1/2026 15:25:02"
